feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6
-0.012716210605977905,1.0110915899187953,0.6206045195913539,0.12039946862742898,0.365592548591446,1.2694314858044313,-1.0131012052452493
1.7134297974465227,-0.12499539724068397,1.0267404752118519,1.963039932169885,0.8873790544163825,0.3664535462323341,-2.000753993831247
1.9331747104951171,0.40887473512545663,0.4507258966009518,0.406958950080128,0.10594388718913285,-0.3285611543129659,0.32796969755846106
-0.4109301426266009,0.9053511639250074,0.8208313343919231,-1.171115275912454,0.13411399872869928,0.629296701467741,-1.7953755281386226
0.1304776923296817,0.1541861554428553,0.9675687474816692,0.3367241611513425,-0.14841238912472673,-0.8376423799465714,-2.697500502024166
0.020684175346498353,0.3035089398248231,-0.28645900127387264,0.41921969057601904,1.0872749744332266,-1.734525153702815,-0.1716122156753756
0.6417056389034532,0.761025762205992,0.0821850838638108,1.445114331394466,-1.0758923255185497,0.09112734423291335,-0.39313979641583996
0.7812140173565976,-0.4999509581106813,0.23805851458820002,0.7868773445084819,0.30560585328711837,0.4440989524721471,-1.0624972606238525
-0.09036583329500548,0.9658264490079113,1.2800681107531193,-2.2380539747449855,0.9718917587728677,0.06940995616884124,-1.5049460248518989
-0.9551066289479917,0.19521043368599184,0.6172258543577667,0.22767776880509105,0.1392773562982628,-1.0107272306214865,0.5174733884531664
0.17494944402939014,0.9311703950726169,-0.03584897969574806,0.7680133066775036,-0.599989743085119,0.7695805104352883,0.5030815159053521
-1.0415965306477781,0.055251315540176545,-0.6709548766188868,-1.3088866682137936,-0.25889172328065485,1.731646127415738,-1.0185232276003553
-0.24492593500647875,0.9905295818974149,3.078379704196516,1.1644439263463742,1.253101053796417,1.4287523555614134,0.09920551698380786
-0.923034727548566,0.3396385881850102,0.19965241820947893,0.07351718941308999,-0.0008446529030440723,0.3163802446545201,0.4782858249337173
1.9837193038565029,0.4762531263372198,-0.17772290899021947,-0.034237707609459586,-0.7157005314098984,0.6855912426906133,-0.7121076289662983
1.384713220391884,-0.5397093695120782,0.7782570680524212,-1.951449874901278,-0.5080551119983857,0.927530988535545,-0.20478871943480187
1.0063107326402867,-0.4990489831559888,1.111490752297776,1.6166153146595375,0.0702159562952221,-1.5716269070385278,-0.6910540711354582
-0.8553613767932655,0.3021226968814325,1.756169025179146,-1.6643072186494354,0.007158110873819137,-0.9058527010230168,-0.03883398446539031
-0.4620625418918386,0.9781148798090633,1.082896176162172,-1.498713751991395,0.39098930798981624,-0.9912597953174807,-0.4352383396858655
0.80588250309304,-0.47793099695972957,0.13335627010574347,-0.2000793896368596,-0.665636395930393,1.823610141792888,1.2080638386265832
0.18727993615680172,-0.18546401408687954,-0.6397400283763987,0.325891196280214,-2.269999171289107,0.41911866596310676,-0.27674346871865946
-0.7546461434792018,0.5195470540247917,0.3259520815097906,0.6869187964699595,2.5964634776772484,0.05818448010783679,-0.6047548499660589
0.5524789736013179,-0.400358413036423,-0.9469804779571994,0.9069411338679972,-2.3246511707334214,0.37320882334488664,0.58882563409036
-0.3250915535434049,0.902261666509031,2.686791291134438,0.7365563642761421,-1.8886956567382125,-0.9719535236445396,-0.8807185711429064
0.5706676903768672,0.8091564917694192,-1.095213487868994,-0.10465112393386743,-1.6965494911930286,0.7174754832762705,-1.294767889047136
-0.990036826890402,0.4943764513160952,0.527375338786143,-1.5911924947352585,-0.9571224968843205,1.2827100071112756,-0.9109473543683981
