f1,f2,f3,f4,f5,f6,label
2.596056983613479,1.8340828385945784,1.777226245720831,1.8276358276896303,2.719015950331997,0.7190356516609834,0
9.89505537860887,8.920921674983491,6.436630736878057,9.651072052303158,5.443898768625045,7.441124295715692,1
2.290354725879241,5.7040637064106425,4.93009860098436,0.32525496491083283,4.784602655598691,2.377096799114329,2
6.910371109374547,0.30523555839765026,2.7587785227058648,8.729068439416157,3.0810338456255084,6.290302176543852,3
1.3467407305697807,2.1331071076518393,-0.38119229290676326,0.4508376220148063,2.279233572097434,0.6499675002480678,0
7.277952065324723,10.222733821410724,6.983803330314479,7.73074688525292,6.987053894523827,6.534987620034773,1
2.2506363140057064,5.64839585134427,5.406176741321883,1.2362334830429482,6.886159895994492,2.2056419374279645,2
7.861222061134112,1.6386755652928535,-0.7742263884409128,8.13618694992635,2.447233474848255,9.2685466714627,3
2.4123419474821537,-0.11564818643528074,1.388900763273754,-0.46209873649957983,2.1876935996328495,1.7340115466090413,0
9.237199426995142,9.117536142939437,5.992938972132833,8.628945148978543,6.397516117684277,9.170654152546831,1
1.424990914585652,7.77720922800342,5.672398031192766,-0.4354479488968048,6.975030986873038,3.627488034284988,2
7.913587854103599,3.204239477470429,1.433963230057161,8.22585629447385,3.433674726610097,9.845643879759162,3
1.9570087530680582,3.8775723869768073,-2.143694124907693,0.9862830052502686,3.1044564818858054,0.641191179440959,0
8.110112931842602,5.614917302478929,6.736393734594985,9.428535085814095,7.773472853689819,7.378075738071623,1
1.029807676528175,7.397891547698556,8.09848254124249,1.3945013315916213,5.364287755479554,2.6159209197360274,2
8.116493059217648,3.162373988639467,0.15753628734717717,8.606805424082678,2.529470216241411,6.243782062241458,3
2.3553443324774914,2.3132663266158673,1.006136147970953,-0.28150456005017627,1.301555109539503,0.49522561268156917,0
7.588742580167876,7.037267276934058,6.806457146000789,9.484861028177447,8.263423081452636,8.209493375398207,1
2.309060468867317,7.910664901080599,4.69747454164115,0.9681833494609398,6.072276251929232,4.955890534982343,2
7.769166842262653,2.361856810800335,0.958345876353708,7.597586354856562,4.371387377418024,8.902319639224128,3
2.949238336451656,0.9087350542463133,2.6833531731233187,-1.682221275350737,3.7042285125603245,3.628546750971974,0
6.8113564098431745,7.320442724476674,7.11958163810517,8.39582921506056,4.139203882720641,8.082275569767233,1
0.7252355435286741,8.568310916762218,5.896690918919436,2.8599212860210472,5.060096049196516,1.6135261805531893,2
8.976220660843603,0.5229628202792538,1.2729519215249554,10.568571305138914,1.0710201185265271,8.221560630238764,3
2.311859353098108,2.9381874461327726,-0.48434085305369834,-1.5845479357011316,3.626329878740277,1.3563816078798232,0
8.300591420415051,8.41573785139637,6.183970334105811,9.278704436593204,6.351686967958417,7.142778298368358,1
4.238929413373707,8.568599505094145,5.570435803356822,1.7878643303605957,4.8303819957272145,2.9445015244909425,2
9.390314694808884,1.0151812179779474,2.156051355093186,9.495337112323798,3.986472191993388,10.276151579184736,3
1.7055342607965553,1.0955166027710126,-0.06741731555062791,-0.9789723419585259,2.907477948703075,1.4093823697799728,0
8.332028959196023,8.992619898843229,7.015602270253488,10.744240892588781,5.682411800114453,11.264202999907543,1
2.7508008173180074,6.971410932300461,5.714929002326665,1.5789668982918224,5.7318446576089785,2.8568005929105103,2
8.567885149488253,1.9126053048117526,-0.01615246168208584,7.182183330376962,2.464182057519575,9.027678553188167,3
2.2569124929562445,0.5051134655456144,1.2078171110214184,0.46238085567460413,1.9393710765586405,1.1844701271346334,0
8.0698504621352,6.628435642603252,7.42934483241794,9.672941431641881,7.299661491810332,9.264562462441884,1
0.3467967584514908,6.874609952101853,7.6180423206503916,1.6165431410946507,6.6180572235672575,6.623277788785665,2
8.6850686128318,3.3626787682167185,2.1448021161918427,9.781669501566958,2.6216769064315852,8.91076306459192,3
1.072609742554914,1.7158176719119893,0.4175637426050759,0.09824896726358706,5.77759028000821,-1.2407182311100975,0
8.823512228449417,6.064740954572418,6.4336817610526795,10.306740716360839,6.077136022914555,6.706706266484833,1
1.141635548888038,8.81551729872161,6.123560041939436,1.2597503074983698,6.0546862078845765,1.2180795828730195,2
10.57273290719039,2.7607028267816136,-1.4301711039891285,9.223745177723313,2.2058562422779344,9.02292000175547,3
1.0489751138807593,1.8623162702397211,1.6059847347765486,1.0389062330041456,1.5596443115330685,0.598598516990862,0
7.4300656266068525,7.216004920911546,9.118545088337317,9.485978053153147,4.486939254797946,9.101434336465731,1
4.54658743641516,9.238958312661376,5.176756040855184,0.4189191125604984,7.520293379023947,1.1507966412574633,2
8.532583313775474,2.929560864115204,-0.11231656589369954,8.92856957272584,-0.8895208080828869,6.770734830398852,3
1.6969182183282077,0.5026601816421807,2.958893564717962,-1.716169653552759,2.4719466159636196,1.1568886927433095,0
9.729527946879339,6.276965418584673,8.395796502585952,9.012279673223505,4.822189618742459,8.554524169115926,1
2.238871634688164,7.2797397474094465,7.083762501988023,0.5376236837658878,6.136220814301498,2.7945568094252558,2
9.903220179374422,0.5146214014077812,3.55964004958752,6.657494640572998,2.8178578859573,8.705980647781491,3
2.3371902412820393,1.2527605762152874,0.7502532995712697,-0.5916011215905994,2.2927622916669463,2.0195225164252295,0
8.428418583158058,7.168508485687215,8.079519850519901,9.36875942505193,6.975434542606752,8.755554610308335,1
1.0052059868935133,7.327782751763636,7.896752326147914,1.732444318520158,5.974918087243022,2.1407928599705386,2
9.53319787494611,1.2901143333970042,1.6565168574040454,8.757368817079326,2.738782556127336,9.318532222384627,3
2.990499618785636,2.976211563200766,2.566574568585195,0.02520460995931086,3.8183435655539566,0.6276798920878528,0
8.38899962298613,7.843828334758778,7.116395157991262,9.714188430524297,5.018135180119833,10.510864730822552,1
