feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
-8.014534375430701,3.62530777296141,-5.726500070535896,10.064563827539565,-5.019051458397232,1.705522359669899,-5.265125802834885,1.131749960421128,-0.586386150740382,-7.948373021386667
1.964998043756256,-6.743202677979516,-5.781046969771193,-1.4704669298624493,-0.05386984461590061,4.892030785778746,-4.259129753053482,-1.474405037244675,1.2934482142937913,-6.829799572041641
-1.095994570779566,-7.547196137082852,-9.018629467468303,8.31273485331065,9.705844338543965,5.788588611369417,-3.470205406971343,-7.910651398935052,4.693397060032794,-0.7397452000214106
-1.995634988611489,7.734925527486969,4.947979995130966,3.162317399407296,-7.758980552750865,-6.701629961183437,-9.056520140540895,9.81707291991443,3.2996224377609624,5.075190973543496
-9.945231835569578,8.47143774275684,5.139625440399207,-4.615852732663791,-7.267520776754319,-6.935264607809612,-5.578011958284865,-0.15371813270346457,-2.42117390799982,-7.148392092195268
-6.682119128208586,0.611354215222714,-9.266144369886241,13.684252229552802,-4.801112745716213,5.84507595307549,-1.9333592669769306,0.45085611170012846,0.39492327395245064,-8.06190782177558
-7.556698208240583,0.8884167355776368,-10.83964864172816,5.1963269393269735,-2.914644215170285,6.069473746528293,-3.9867359229072292,1.7991853527885897,1.9796996447383166,-5.032930929681999
-1.9426299828819997,11.644348926284795,6.65431333367494,1.6271032252134974,-6.170196844081364,-7.355014757630558,-5.756113028678038,9.047044959577303,2.2768278711508025,4.462043733235436
-7.5021000065692975,-2.6354252185938676,-11.141567491453099,8.664072735323284,-5.866597507200437,4.026212938870808,-2.525031722832769,2.2442676742083973,-1.0346505929962047,-6.183679947489932
-8.676657682223103,9.000449440352535,6.983116239388019,-5.9997409517281755,-5.176431265435634,-6.551797978898963,-4.249570315162085,1.9820430477787399,-1.0457164284281542,-3.17292603074847
0.1601806635849683,-5.428828577246465,-11.354556505302213,11.682618719232744,9.397914392756583,5.995149924237403,-3.2119737599911473,-9.942040976944837,5.743546017410295,-0.07889922877076416
-5.8410807874585995,3.0051609935265278,-9.664624931999926,6.802948206730164,-3.715292430579167,5.832237296589096,-5.7651509063030275,1.2016020074286344,4.159508947470946,-6.26622265366264
-4.061137639527841,1.8839132690148057,-9.434936900844056,7.221779211611356,-4.6024847560445075,3.4631127825902897,-6.031415179405295,-0.5084125319420597,0.7481699114235711,-6.370828702633925
-9.190700537985528,10.900191997801915,6.718455861685954,-7.3043823368741565,-6.497216523469683,-4.6025208711973855,-4.53117698315164,-1.1290767777199142,-0.43191789160759364,-3.6704999148353297
-6.3125782714114775,8.559052660281242,9.543577277037043,-5.7586419744022175,-5.880247179882483,-5.94061417392548,-6.459684037468753,1.177167429227319,-5.009157079177356,-3.8615839393041105
-1.0814645434753247,8.904513574386817,5.67897739942368,2.019199213262134,-6.460949554025161,-7.0117017677238795,-8.50139070990167,8.823637751816548,0.12295594126034004,1.9220679164482437
-7.929145551055302,7.958772473251859,4.8572938684052875,-6.947389133399824,-6.290423627521878,-5.798462942060311,-2.732480133299283,1.9522614618358465,-0.8174267139008979,-3.8310294568131997
-8.497239672773581,-2.285125327578689,-7.447713488729801,8.12683653490797,-6.101519549446892,1.9657146442037738,-3.041407352832205,-1.2417949807893804,4.223954630274038,-7.124767616963044
2.5577855867834782,-9.32792717235187,-4.826059213122077,-2.2954963301456743,-0.7219353814931577,6.170008658285204,-5.735297971350062,0.8308337150560656,0.9136263707094893,-9.33976927103064
-2.8127059833578816,8.7394182633844,2.4770133020603877,3.3920640618462996,-5.4498628096572395,-5.696496791176082,-9.782158765907054,6.263462762939195,0.08261685925672002,4.28726030856231
-8.287226486431718,9.182117754015099,7.504610482864242,-5.691967180505883,-4.441274465540152,-5.703223432672031,-6.046577872426466,-1.7038214193716898,-1.683667983900028,-3.26396976911475
1.9026914562247823,-7.2304641596211825,-4.47411660445156,-3.060941378375593,-2.7234742370615423,5.973859685811908,-6.396025971952681,-1.946640994896323,-0.9098686824425863,-9.322067812355357
-8.769939051941694,-0.6172367695536733,-6.485251892514552,7.706821744653524,-2.685210596857044,1.1696847465812539,-1.505662125204993,0.2253440742080842,-1.7722227172500098,-4.830640320472194
-8.46661489161016,-0.7557055171834459,-10.363358225358018,9.048360463193093,-6.536742853793674,1.0700734469989301,-1.724038866687149,-3.2493169382016838,0.9944386754514887,-8.106563145250256
-9.216607590142026,10.582572986045953,7.549302065755817,-5.575954698572864,-6.891897019907301,-7.118840109994232,-2.607982823932314,-0.2721224751902571,-2.1712473332452387,-3.5586798187406115
-10.698988117458743,10.074372008440452,5.26281901745911,-4.585454518591701,-6.340677388045104,-5.9786992245604775,-1.3206030100122432,-1.678489945842653,-1.3244666396360147,-3.218294628947265
-9.941685389017296,7.88682755408775,7.167948812858532,-8.249566068716838,-4.893669264005152,-7.6386693545625,-1.2389620905165777,2.5512647227229945,-0.5576314239234359,-6.482401942948311
-6.885896244365741,-0.2636677093788493,-8.717956792117834,9.493451733865076,-4.269323646279877,5.302426388537498,-3.55395937602842,-0.35790939266842225,3.219820761650945,-7.037834808955067
4.420968770149083,-8.277051235807464,-3.3623369557510356,-2.8348864270681755,-0.7317399248721353,5.734612635370988,-8.074742173099933,3.6508015044777755,0.7074765256344206,-7.832893250401583
0.050376550857881064,-7.149007997458474,-9.637341715944478,9.718700863447138,10.801158589110194,8.26009611758218,-3.2098564362457553,-9.484884181781904,4.7017928720871085,-0.1627133959905298
-2.273549647087005,9.11730719267413,3.824013755958215,3.2119486886822965,-9.673922570828124,-7.6822679773626525,-9.565761073952434,4.869070237849514,4.264396745768131,2.1226496529259244
1.5816131533964959,-7.662420769284167,-6.432586497074908,-1.5423057079074267,0.8155739992430657,6.382894300854393,-3.196044627313372,0.8071735461094136,1.8795514507014435,-9.899205003255057
-0.04738679806044832,9.738488924954588,3.739279751699015,5.058886657374581,-6.006506074318367,-7.112152601478446,-8.75212943208523,7.592445284674775,1.6670824226801886,2.097668153045158
-3.670602506658832,8.678786270493156,5.13579872786371,1.1251447551890905,-6.664518249544313,-6.017074506495758,-7.397407907880782,8.510769069458139,1.7645845391601647,3.9415038948555052
1.8979669362124483,-6.849498013111635,-3.1392610781282357,-3.449082613731955,0.8831008853808764,3.602246170559185,-3.950829139420172,0.8786509894858655,0.033493767036233635,-6.711611889683888
-8.6399367911933,10.907169259149642,8.308270146659485,-6.078707808807558,-3.4198681407004323,-6.487879876096376,-4.655999833426611,0.9951281029357526,-0.635531670716414,-5.287757255146651
2.640586589562905,-7.809564394649547,-2.282588178147777,-2.320645623001735,-0.34895881246692984,5.720661252009176,-3.636870421793963,2.463160013484831,1.5908540523665518,-8.623326896139368
1.021465535863272,-2.9798372500243664,-9.284709892046587,11.065054994916915,9.39149503281593,5.817438908447372,-1.728672818303393,-5.6060934105044335,3.3166632969457273,0.7520293663423037
2.5032176294095656,-8.153492494616687,-3.607350788495881,-2.3841767776644365,-1.7019014531322232,6.931428097354627,-6.952157096112951,-1.1734520800056125,3.0583923353426226,-10.492616948051541
-8.209477992991681,1.9133628679424008,-9.401203987729158,9.176711898559855,-1.2448006869165877,1.9900963302789263,-4.429189502161564,-1.3420388255043316,0.8473559220868366,-5.1382073226045275
-2.49804991939325,8.900714522786684,2.213383129278517,0.7539539495980521,-3.5718462409126204,-6.5225434860142,-9.101721958630439,10.042858245410091,1.4279472697604227,4.024321012967229
-7.740231135305903,0.26949948094553033,-8.53798749818767,10.671183067367284,-5.962255253206594,6.680487003160698,-5.805750665690154,-2.0362789681554956,2.1730669522945956,-6.647766232648767
-7.023026873353601,0.8928816676167651,-8.205744085251897,7.993237626638987,-5.151179790164289,3.991976939211164,-2.4703540952562664,1.9584803767096648,0.24776386962578623,-7.177718859266221
0.8855035730312628,-6.984310894447048,-7.305955979530448,-0.502193051356322,0.4888728755130416,3.9194939083450655,-6.2893526995128655,0.5137127863321794,0.7251382530123198,-9.816726832952472
2.532159194464754,-6.887009905723006,-2.8953917981700474,-1.7963550788466187,-1.0080143342351653,1.4974296709500843,-4.966431247527329,1.9580902190067264,1.455835444818958,-10.73727454488816
-8.431560997804342,-0.9075626031666828,-12.295342789965781,8.286764596472487,-5.838951728723108,3.797287414399532,-2.0389378358178063,-0.42734062489083935,0.296411335123659,-6.053433769378745
-1.9366076528709208,11.659592381861852,3.7472997767917535,2.037795297243912,-7.8513998699771035,-6.4380620520375045,-9.691032008697638,6.535358428347418,-0.16698482621926303,4.308143730150421
-0.02133918027488857,-6.177408077667828,-9.080924806317412,8.50319364111546,11.965067589322203,6.352706467339771,-2.4947397822809316,-7.074492441709337,3.3665128106363054,-0.8609546297120932
1.7464075239540413,-8.082976691832167,-7.181491987952704,-1.7820517367344921,-1.4890099186731944,6.6358191895347165,-7.413237362838608,2.7560009482782784,2.1294691119274556,-9.252376369910566
