x,y,z,w,cluster_true
-1.0051924647846104,0.25739645934859695,-1.204976403727371,-1.4574093681922362,0
9.703577435062066,9.914531196826013,9.695821457365088,12.507492831092826,1
0.06418829724714507,11.4396101672228,3.3478237817023473,9.289685507353305,2
10.222876460373882,1.2254603530622283,10.183092685246717,-0.41566577879217187,3
8.515290428583732,6.797522233271857,1.8474697693956816,7.036017124869749,4
2.4005089327517743,1.7930290095739434,1.1259947513664768,2.326429099907792,0
11.323940269633042,10.868085415364867,10.201225451364781,8.39259324461265,1
-2.0590938598149373,11.159432434130956,1.1325807882770487,9.935929873707527,2
8.715001981423857,-1.6950285139263765,9.456711466621806,1.0528098142655775,3
8.357595576353141,4.963233044797996,5.431634063721095,6.688916554205395,4
-0.0957291905970781,0.5531223196682206,1.232975300119728,1.6530401133035666,0
10.081206311285294,9.279113003527321,10.306153467504087,7.454039658731798,1
0.4405590765251365,11.300331475282588,2.5473583916797553,11.386969351025439,2
6.150935408238093,2.0876672090764345,12.200423969280003,-1.380952999256478,3
4.39906929526402,7.158602698287819,5.083341263744292,4.118694240911001,4
-1.1271867930293609,3.95188752453451,1.1812159159347702,-0.4179029648567242,0
12.142935162226225,9.86465161939734,11.81711477363514,10.87184863651065,1
-0.5079626845786014,10.747451818305867,0.8080849096527933,11.20123500922739,2
12.442622807642948,3.317755476873267,10.616714456591382,-2.8620242402738567,3
6.314979356662046,4.608863011902833,2.4631662001032564,6.036042553127428,4
0.6591045419738947,-1.208312350580894,-1.7788863083187394,2.0937340256338883,0
10.759235785172711,8.813529440048569,10.993816945024093,9.36967122836349,1
0.8171506717585002,10.471118302541836,-3.8466844472565582,10.162428568063454,2
9.750170036318464,-1.1104855455359224,8.103966467915326,-0.3262740554354277,3
4.470893930793557,5.977115199701606,4.78225924307013,5.132875779809954,4
0.49074779072917585,-0.6958686963801544,-1.4945333190430172,3.320155395513274,0
9.88342927356,9.685002731739672,12.120208029480004,12.830693730149374,1
2.1685507795406185,9.414497870324624,0.5209130730769195,10.876810014548488,2
13.355251064964067,0.6303471871549275,10.696912878015011,-1.5196782641729039,3
3.117066944294848,7.031584929076907,5.518727113957169,5.670921288117517,4
1.610398587520831,1.278459576172713,1.08268856100471,0.9538864356091067,0
10.208033456195187,10.313669349095171,11.374063675219372,8.592393150191423,1
-1.5756300058544324,10.122545435039624,0.22369944289379884,11.08668959735151,2
9.666551151225018,-1.16686947476648,10.902635487423437,2.01988930420022,3
5.547558049839718,2.819052174142305,5.41332578239831,2.102926445882784,4
-0.061620673043164605,-3.014656452680989,-0.6451925115429893,0.7665775458121726,0
9.571854267579102,11.723094369330909,10.328607004572316,8.3145375937676,1
1.3510029632211333,11.033850871272033,1.910734028984397,11.064599817042888,2
10.704833309841206,-1.4894290619504678,11.219786230078467,-0.21965116259449424,3
6.209092106459418,8.34520603005341,6.8101361369065785,5.427575171834149,4
0.11000980906641403,-0.6265805163271589,-3.484458240312388,0.06968909090210941,0
9.229325847636655,10.482855054643334,9.225610196387024,10.331582437853244,1
1.8690978997696521,10.235058066977627,-1.6292468610299533,8.753826082361991,2
11.036064631481777,1.1296157040833208,8.692478654393527,-0.043086812190866006,3
6.357021094636196,7.581151172251378,5.264633517777461,4.701424399697752,4
-0.5545114334128937,0.21469731545520312,2.0836081323228237,0.2171412086605386,0
10.749996353052378,7.867565689312794,12.391579007557542,12.005288750999767,1
-0.44419874945004295,9.843477892951485,1.769039883211125,14.417925422652619,2
7.472827706700816,-0.7664080803081358,9.408712079201672,1.5614455410366266,3
5.531555150104548,4.231455195311915,2.875644236871063,6.516951094186357,4
-0.30037851412830363,-1.736838537996372,-1.023299469256432,-0.6377945811751737,0
9.55000734708907,8.432914682612989,8.45183265053854,13.554291917323217,1
0.4942572871625548,9.382848050818815,0.5669575499867149,10.240834912348454,2
8.640015813571305,-2.873161745069937,9.203679298217937,-0.27378248049895615,3
4.835663855383967,2.2528685021477735,8.72010162698966,8.604074255622892,4
0.667235622316564,0.03823937557031439,-0.8472314037839861,0.8677896302072282,0
9.824491893040049,11.878342673824589,11.371146008904114,8.724139066195455,1
-1.0315862285828468,11.454498990533914,1.041956463173237,8.330161671840198,2
9.314348465914492,-0.23093971696501794,9.94486960452584,-0.10782619394861823,3
6.348859015777246,5.218661172525927,5.121126995655419,3.8648491527683895,4
0.2513333202252509,-0.04308159855071401,-0.7197876167589048,-1.726000520772967,0
11.91542161341735,12.669583797303172,10.366753232803356,12.151900418719752,1
0.3443020185817619,7.919708490039869,0.45044108406137945,9.490742778206027,2
10.713770683599014,2.3561865686172845,9.239947278962696,0.5812586858713725,3
6.291685704970522,7.031278990913485,6.478655960306142,3.327592494476892,4
-1.6741602070345187,1.1473904827990749,-0.5769320096471352,-1.4757854196894227,0
11.782513944117321,9.445492567131957,12.445554951796462,9.33928648563342,1
-1.120219355235218,9.903469797758008,1.137403648126468,10.43939597939567,2
12.837518118541205,0.257256406710402,9.735210737911157,2.2637325035346265,3
5.892793781685005,4.379630133172693,5.35791352875736,5.327247743905267,4
-0.3081483319129854,0.2736240505742195,-1.9314186503065724,-0.5340209015500279,0
10.646885698832683,9.207628633446369,8.662689296996295,9.939034704731956,1
-0.7090788954613244,8.016866155064028,-1.9456874781312474,10.612119879741499,2
10.135850437551147,0.4710464086050048,9.552030514727383,-2.270112111719077,3
3.6888028866937304,4.517092237155613,5.654135026423208,2.377074076547937,4
-3.4668098561647973,2.1733758681568833,0.8968204946310598,-1.3141228394375628,0
9.647988867222518,9.368158558451617,10.434494780867867,9.238883539240584,1
-1.722900479600158,10.73396884188918,2.7215944054907837,10.79468210483446,2
10.11261137583238,-0.32139059406858195,8.816882942475544,-0.6113445157493371,3
5.588511896845253,6.780848393722522,6.847840357315645,5.255557053735298,4
0.2801949607265121,0.0783248684977359,0.8565168935858505,0.07213975855959727,0
10.096702992213862,8.70965802188875,8.67396898272294,8.963284333002887,1
0.35988421681613436,9.540399919060084,3.873567261347175,10.58189495867639,2
12.356211394753263,2.227118503133312,10.637004744087928,-0.06125810080887555,3
3.6515115169908894,4.097203452787953,6.260553060485513,5.404472998463502,4
-0.9636748542180954,-0.3111312609315164,0.4941759474926315,0.03721239465794901,0
